us-east-2,3.522,8.746
us-east-2,3.459,8.807
us-east-2,3.522,8.813
us-east-2,3.587,8.867
us-east-2,3.459,8.828
us-east-2,3.522,8.795
us-east-2,3.522,8.765
us-east-2,3.396,8.689
us-east-2,3.524,8.824
us-east-2,3.524,8.837
us-east-2,3.524,8.803
us-east-2,3.459,8.575
us-east-2,3.459,8.656
us-east-2,3.524,8.792
us-east-2,3.522,8.852
us-east-2,3.587,8.811
us-east-2,3.522,8.841
us-east-2,3.587,8.770
us-east-2,3.524,8.861
us-east-2,3.459,8.738
us-east-2,3.459,8.666
us-east-2,3.522,8.807
us-east-2,3.524,8.855
us-east-2,3.522,8.765
us-east-2,3.522,8.809
us-east-2,3.459,8.620
us-east-2,3.522,8.826
us-east-2,3.459,8.515
us-east-2,3.396,8.762
us-east-2,3.524,8.803
us-east-2,3.459,8.682
us-east-2,3.524,8.803
